Number of Clients,Total turn-around time,Average turn-around time
50,3444358.0,68887.16
50,3446824.0,68936.48
50,3449290.0,68985.8
50,3451756.0,69035.12
50,3454222.0,69084.44
50,3456688.0,69133.76
50,3459154.0,69183.08
50,3461620.0,69232.4
50,3464086.0,69281.72
50,3466552.0,69331.04
50,3469018.0,69380.36
50,3471484.0,69429.68
50,3473950.0,69479.0
50,3476416.0,69528.32
50,3478882.0,69577.64
50,3481348.0,69626.96
50,3483814.0,69676.28
50,3486280.0,69725.6
50,3488746.0,69774.92
50,3491212.0,69824.24
50,3493678.0,69873.56
50,3496144.0,69922.88
50,3498610.0,69972.2
50,3501076.0,70021.52
50,3503542.0,70070.84
50,3506008.0,70120.16
50,3508474.0,70169.48
50,3510940.0,70218.8
50,3513406.0,70268.12
50,3515872.0,70317.44
50,3518338.0,70366.76
50,3520804.0,70416.08
50,3523270.0,70465.4
50,3525736.0,70514.72
50,3528202.0,70564.04
50,3530668.0,70613.36
50,3533134.0,70662.68
50,3535600.0,70712.0
50,3538066.0,70761.32
50,3540532.0,70810.64
50,3542998.0,70859.96
50,3545464.0,70909.28
50,3547930.0,70958.6
50,3550396.0,71007.92
50,3552862.0,71057.24
50,3555328.0,71106.56
50,3557794.0,71155.88
50,3560260.0,71205.2
50,3562726.0,71254.52
50,3565192.0,71303.84
50,3567658.0,71353.16
50,3570124.0,71402.48
50,3572590.0,71451.8
50,3575056.0,71501.12
50,3577522.0,71550.44
50,3579988.0,71599.76
50,3582454.0,71649.08
50,3584920.0,71698.4
50,3587386.0,71747.72
50,3589852.0,71797.04
50,3592318.0,71846.36
50,3594784.0,71895.68
50,3597250.0,71945.0
50,3599716.0,71994.32
50,3602182.0,72043.64
50,3604648.0,72092.96
50,3607114.0,72142.28
50,3609580.0,72191.6
50,3612046.0,72240.92
50,3614512.0,72290.24
50,3616978.0,72339.56
50,3619444.0,72388.88
50,3621910.0,72438.2
50,3624376.0,72487.52
50,3626842.0,72536.84
50,3629308.0,72586.16
50,3631774.0,72635.48
50,3634240.0,72684.8
50,3636706.0,72734.12
50,3639172.0,72783.44
50,3641638.0,72832.76
50,3644104.0,72882.08
50,3646570.0,72931.4
50,3649036.0,72980.72
50,3651502.0,73030.04
50,3653968.0,73079.36
50,3656434.0,73128.68
50,3658900.0,73178.0
50,3661366.0,73227.32
50,3663832.0,73276.64
50,3666298.0,73325.96
50,3668764.0,73375.28
50,3671230.0,73424.6
50,3673696.0,73473.92
50,3676162.0,73523.24
50,3678628.0,73572.56
50,3681094.0,73621.88
50,3683560.0,73671.2
50,3686026.0,73720.52
50,3688492.0,73769.84
50,3690958.0,73819.16
50,3693424.0,73868.48
50,3695890.0,73917.8
50,3698356.0,73967.12
50,3700822.0,74016.44
50,3703288.0,74065.76
50,3705754.0,74115.08
50,3708220.0,74164.4
50,3710686.0,74213.72
50,3713152.0,74263.04
50,3715618.0,74312.36
50,3718084.0,74361.68
50,3720550.0,74411.0
50,3723016.0,74460.32
50,3725482.0,74509.64
50,3727948.0,74558.96
50,3730414.0,74608.28
50,3732880.0,74657.6
50,3735346.0,74706.92
50,3737812.0,74756.24
50,3740278.0,74805.56
50,3743961.0,74879.22
50,3747644.0,74952.88
50,3751327.0,75026.54
50,3755010.0,75100.2
50,3758693.0,75173.86
50,3762376.0,75247.52
50,3766059.0,75321.18
50,3769742.0,75394.84
50,3773425.0,75468.5
50,3777108.0,75542.16
50,3780791.0,75615.82
50,3784474.0,75689.48
50,3788157.0,75763.14
50,3791840.0,75836.8
50,3795523.0,75910.46
50,3799206.0,75984.12
50,3802889.0,76057.78
50,3806572.0,76131.44
50,3810255.0,76205.1
50,3813938.0,76278.76
50,3817621.0,76352.42
50,3821304.0,76426.08
50,3824987.0,76499.74
50,3828670.0,76573.4
50,3832353.0,76647.06
50,3836036.0,76720.72
50,3839719.0,76794.38
50,3843402.0,76868.04
50,3847085.0,76941.7
50,3850768.0,77015.36
50,3854451.0,77089.02
50,3858134.0,77162.68
50,3861817.0,77236.34
50,3865500.0,77310.0
50,3869183.0,77383.66
50,3872866.0,77457.32
50,3876549.0,77530.98
50,3880232.0,77604.64
50,3883915.0,77678.3
50,3887598.0,77751.96
50,3891281.0,77825.62
50,3894964.0,77899.28
50,3898647.0,77972.94
50,3902330.0,78046.6
50,3906013.0,78120.26
50,3909696.0,78193.92
50,3913379.0,78267.58
50,3917062.0,78341.24
50,3920745.0,78414.9
50,3924428.0,78488.56
50,3928111.0,78562.22
50,3931794.0,78635.88
50,3935477.0,78709.54
50,3939160.0,78783.2
50,3942843.0,78856.86
50,3946526.0,78930.52
50,3950209.0,79004.18
50,3953892.0,79077.84
50,3957575.0,79151.5
50,3961258.0,79225.16
50,3964941.0,79298.82
50,3968624.0,79372.48
50,3972307.0,79446.14
50,3975990.0,79519.8
50,3979673.0,79593.46
50,3983356.0,79667.12
50,3987039.0,79740.78
50,3990722.0,79814.44
50,3994405.0,79888.1
50,3998088.0,79961.76
50,4001771.0,80035.42
50,4005454.0,80109.08
50,4009137.0,80182.74
50,4012820.0,80256.4
50,4016503.0,80330.06
50,4020186.0,80403.72
50,4023869.0,80477.38
50,4027552.0,80551.04
50,4031235.0,80624.7
50,4034918.0,80698.36
50,4038601.0,80772.02
50,4042284.0,80845.68
50,4045967.0,80919.34
50,4049650.0,80993.0
50,4053333.0,81066.66
50,4057016.0,81140.32
50,4060699.0,81213.98
50,4064382.0,81287.64
50,4068065.0,81361.3
50,4071748.0,81434.96
50,4075431.0,81508.62
50,4079114.0,81582.28
50,4082797.0,81655.94
50,4086480.0,81729.6
50,4090163.0,81803.26
50,4093846.0,81876.92
50,4097529.0,81950.58
50,4101212.0,82024.24
50,4104895.0,82097.9
50,4108578.0,82171.56
50,4112261.0,82245.22
50,4115944.0,82318.88
50,4119627.0,82392.54
50,4123310.0,82466.2
50,4126993.0,82539.86
50,4130676.0,82613.52
50,4134359.0,82687.18
50,4138042.0,82760.84
50,4141725.0,82834.5
50,4145408.0,82908.16
50,4149091.0,82981.82
50,4152774.0,83055.48
50,4156457.0,83129.14
50,4160140.0,83202.8
50,4163823.0,83276.46
50,4167506.0,83350.12
50,4171189.0,83423.78
50,4174872.0,83497.44
50,4178555.0,83571.1
50,4182238.0,83644.76
50,4185921.0,83718.42
50,4189604.0,83792.08
50,4193287.0,83865.74
50,4196970.0,83939.4
50,4200653.0,84013.06
50,4204336.0,84086.72
50,4208019.0,84160.38
50,4211702.0,84234.04
50,4215385.0,84307.7
50,4219068.0,84381.36
50,4222751.0,84455.02
50,4226434.0,84528.68
50,4230117.0,84602.34
50,4233800.0,84676.0
50,4237483.0,84749.66
50,4241166.0,84823.32
50,4244849.0,84896.98
50,4248532.0,84970.64
50,4252215.0,85044.3
50,4255898.0,85117.96
50,4259581.0,85191.62
50,4263264.0,85265.28
50,4266947.0,85338.94
50,4270630.0,85412.6
50,4274313.0,85486.26
50,4277996.0,85559.92
50,4281679.0,85633.58
50,4285362.0,85707.24
50,4289045.0,85780.9
50,4292728.0,85854.56
50,4296411.0,85928.22
50,4300094.0,86001.88
50,4303777.0,86075.54
50,4307460.0,86149.2
50,4311143.0,86222.86
50,4314826.0,86296.52
50,4318509.0,86370.18
50,4322192.0,86443.84
50,4325875.0,86517.5
50,4329558.0,86591.16
50,4333241.0,86664.82
50,4336924.0,86738.48
50,4340607.0,86812.14
50,4344290.0,86885.8
50,4347973.0,86959.46
50,4351656.0,87033.12
50,4355339.0,87106.78
50,4359022.0,87180.44
50,4362705.0,87254.1
50,4366388.0,87327.76
50,4370071.0,87401.42
50,4373754.0,87475.08
50,4377437.0,87548.74
50,4381120.0,87622.4
50,4384803.0,87696.06
50,4388486.0,87769.72
50,4392169.0,87843.38
50,4395852.0,87917.04
50,4399535.0,87990.7
50,4403218.0,88064.36
50,4406901.0,88138.02
50,4410584.0,88211.68
50,4414267.0,88285.34
50,4417950.0,88359.0
50,4421633.0,88432.66
50,4425316.0,88506.32
50,4428999.0,88579.98
50,4432682.0,88653.64
50,4436365.0,88727.3
50,4440048.0,88800.96
50,4443731.0,88874.62
50,4447414.0,88948.28
50,4451097.0,89021.94
50,4454780.0,89095.6
50,4458463.0,89169.26
50,4462146.0,89242.92
50,4465829.0,89316.58
50,4469512.0,89390.24
50,4473195.0,89463.9
50,4476878.0,89537.56
50,4480561.0,89611.22
50,4484244.0,89684.88
50,4487927.0,89758.54
50,4491610.0,89832.2
50,4495293.0,89905.86
50,4498976.0,89979.52
50,4502659.0,90053.18
50,4506342.0,90126.84
50,4510025.0,90200.5
50,4513708.0,90274.16
50,4517391.0,90347.82
50,4521074.0,90421.48
50,4524757.0,90495.14
50,4528440.0,90568.8
50,4532123.0,90642.46
50,4535806.0,90716.12
50,4539489.0,90789.78
50,4543172.0,90863.44
50,4546855.0,90937.1
50,4550538.0,91010.76
50,4554221.0,91084.42
50,4557904.0,91158.08
50,4561587.0,91231.74
50,4565270.0,91305.4
50,4568953.0,91379.06
50,4572636.0,91452.72
50,4576319.0,91526.38
50,4580002.0,91600.04
50,4583685.0,91673.7
50,4587368.0,91747.36
50,4591051.0,91821.02
50,4594734.0,91894.68
50,4598417.0,91968.34
50,4602100.0,92042.0
50,4605783.0,92115.66
50,4609466.0,92189.32
50,4613149.0,92262.98
50,4616832.0,92336.64
50,4620515.0,92410.3
50,4624198.0,92483.96
50,4627881.0,92557.62
50,4631564.0,92631.28
50,4635247.0,92704.94
50,4638930.0,92778.6
50,4642613.0,92852.26
50,4646296.0,92925.92
50,4649979.0,92999.58
50,4653662.0,93073.24
50,4657345.0,93146.9
50,4661028.0,93220.56
50,4664711.0,93294.22
50,4668394.0,93367.88
50,4672077.0,93441.54
50,4675760.0,93515.2
50,4679443.0,93588.86
50,4683126.0,93662.52
50,4686809.0,93736.18
50,4690492.0,93809.84
50,4694175.0,93883.5
50,4697858.0,93957.16
50,4701541.0,94030.82
50,4705224.0,94104.48
50,4708907.0,94178.14
50,4712590.0,94251.8
50,4716273.0,94325.46
50,4719956.0,94399.12
50,4723639.0,94472.78
50,4727322.0,94546.44
50,4731005.0,94620.1
50,4734688.0,94693.76
50,4738371.0,94767.42
50,4742054.0,94841.08
50,4745737.0,94914.74
50,4749420.0,94988.4
50,4753103.0,95062.06
50,4756786.0,95135.72
50,4760469.0,95209.38
50,4764152.0,95283.04
50,4767835.0,95356.7
50,4771518.0,95430.36
50,4775201.0,95504.02
50,4778884.0,95577.68
50,4782567.0,95651.34
50,4786250.0,95725.0
50,4789933.0,95798.66
50,4793616.0,95872.32
50,4797299.0,95945.98
50,4800982.0,96019.64
50,4804665.0,96093.3
50,4808348.0,96166.96
50,4812031.0,96240.62
50,4815714.0,96314.28
50,4819397.0,96387.94
50,4823080.0,96461.6
50,4826763.0,96535.26
50,4830446.0,96608.92
50,4834129.0,96682.58
50,4837812.0,96756.24
50,4841495.0,96829.9
50,4845178.0,96903.56
50,4848861.0,96977.22
50,4852544.0,97050.88
50,4856227.0,97124.54
50,4859910.0,97198.2
50,4863593.0,97271.86
50,4867276.0,97345.52
50,4870959.0,97419.18
50,4874642.0,97492.84
50,4878325.0,97566.5
50,4882008.0,97640.16
50,4885691.0,97713.82
50,4889374.0,97787.48
50,4893057.0,97861.14
50,4896740.0,97934.8
50,4900423.0,98008.46
50,4904106.0,98082.12
50,4907789.0,98155.78
50,4911472.0,98229.44
50,4915155.0,98303.1
50,4918838.0,98376.76
50,4922521.0,98450.42
50,4926204.0,98524.08
50,4929887.0,98597.74
50,4933570.0,98671.4
50,4937253.0,98745.06
50,4940936.0,98818.72
50,4944619.0,98892.38
50,4948302.0,98966.04
50,4951985.0,99039.7
50,4955668.0,99113.36
50,4959351.0,99187.02
50,4963034.0,99260.68
50,4966717.0,99334.34
50,4970400.0,99408.0
50,4974083.0,99481.66
50,4977766.0,99555.32
50,4981449.0,99628.98
50,4985132.0,99702.64
50,4988815.0,99776.3
50,4992498.0,99849.96
50,4996181.0,99923.62
50,4999864.0,99997.28
50,5003547.0,100070.94
50,5007230.0,100144.6
50,5010913.0,100218.26
50,5014596.0,100291.92
50,5018279.0,100365.58
50,5021962.0,100439.24
50,5025645.0,100512.9
50,5029328.0,100586.56
50,5033011.0,100660.22
50,5036694.0,100733.88
50,5040377.0,100807.54
50,5044060.0,100881.2
50,5047743.0,100954.86
50,5051426.0,101028.52
50,5055109.0,101102.18
50,5058792.0,101175.84
50,5062475.0,101249.5
50,5066158.0,101323.16
50,5069841.0,101396.82
50,5073524.0,101470.48
50,5077207.0,101544.14
50,5080890.0,101617.8
50,5084573.0,101691.46
50,5088256.0,101765.12
50,5091939.0,101838.78
50,5095622.0,101912.44
50,5099305.0,101986.1
50,5102988.0,102059.76
50,5106671.0,102133.42
50,5110354.0,102207.08
50,5114037.0,102280.74
50,5117720.0,102354.4
50,5121403.0,102428.06
50,5125086.0,102501.72
50,5128769.0,102575.38
50,5132452.0,102649.04
50,5136135.0,102722.7
50,5139818.0,102796.36
50,5143501.0,102870.02
50,5147184.0,102943.68
50,5150867.0,103017.34
50,5154550.0,103091.0
50,5158233.0,103164.66
50,5161916.0,103238.32
50,5165599.0,103311.98
50,5169282.0,103385.64
50,5172965.0,103459.3
50,5176648.0,103532.96
50,5180331.0,103606.62
50,5184014.0,103680.28
50,5187697.0,103753.94
50,5191380.0,103827.6
50,5195063.0,103901.26
50,5198746.0,103974.92
50,5202429.0,104048.58
50,5206112.0,104122.24
50,5209795.0,104195.9
50,5213478.0,104269.56
50,5217161.0,104343.22
50,5220844.0,104416.88
50,5224527.0,104490.54
50,5228210.0,104564.2
50,5231893.0,104637.86
50,5235576.0,104711.52
50,5239259.0,104785.18
50,5242942.0,104858.84
50,5246625.0,104932.5
50,5250308.0,105006.16
50,5253991.0,105079.82
50,5257674.0,105153.48
50,5261357.0,105227.14
50,5265040.0,105300.8
50,5268723.0,105374.46
50,5272406.0,105448.12
50,5276089.0,105521.78
50,5279772.0,105595.44
50,5283455.0,105669.1
50,5287138.0,105742.76
50,5290821.0,105816.42
50,5294504.0,105890.08
50,5298187.0,105963.74
50,5301870.0,106037.4
50,5305553.0,106111.06
50,5309236.0,106184.72
50,5312919.0,106258.38
50,5316602.0,106332.04
50,5320285.0,106405.7
50,5323968.0,106479.36
50,5327651.0,106553.02
50,5331334.0,106626.68
50,5335017.0,106700.34
50,5338700.0,106774.0
50,5342383.0,106847.66
50,5346066.0,106921.32
50,5349749.0,106994.98
50,5353432.0,107068.64
50,5357115.0,107142.3
50,5360798.0,107215.96
50,5364481.0,107289.62
50,5368164.0,107363.28
50,5371847.0,107436.94
50,5375530.0,107510.6
50,5379213.0,107584.26
50,5382896.0,107657.92
50,5386579.0,107731.58
50,5390262.0,107805.24
50,5393945.0,107878.9
50,5397628.0,107952.56
50,5401311.0,108026.22
50,5404994.0,108099.88
50,5408677.0,108173.54
50,5412360.0,108247.2
50,5416043.0,108320.86
50,5419726.0,108394.52
50,5423409.0,108468.18
50,5427092.0,108541.84
50,5430775.0,108615.5
50,5434458.0,108689.16
50,5438141.0,108762.82
50,5441824.0,108836.48
50,5445507.0,108910.14
50,5449190.0,108983.8
50,5452873.0,109057.46
50,5456556.0,109131.12
50,5460239.0,109204.78
50,5463922.0,109278.44
50,5467605.0,109352.1
50,5471288.0,109425.76
50,5474971.0,109499.42
50,5478654.0,109573.08
50,5482337.0,109646.74
50,5486020.0,109720.4
50,5489703.0,109794.06
50,5493386.0,109867.72
50,5497069.0,109941.38
50,5500752.0,110015.04
50,5504435.0,110088.7
50,5508118.0,110162.36
50,5511801.0,110236.02
50,5515484.0,110309.68
50,5519167.0,110383.34
50,5522850.0,110457.0
50,5526533.0,110530.66
50,5530216.0,110604.32
50,5533899.0,110677.98
50,5537582.0,110751.64
50,5541265.0,110825.3
50,5544948.0,110898.96
50,5548631.0,110972.62
50,5552314.0,111046.28
50,5555997.0,111119.94
50,5559680.0,111193.6
50,5563363.0,111267.26
50,5567046.0,111340.92
50,5570729.0,111414.58
50,5574412.0,111488.24
50,5578095.0,111561.9
50,5581778.0,111635.56
50,5585461.0,111709.22
50,5589144.0,111782.88
50,5592827.0,111856.54
50,5596510.0,111930.2
50,5600193.0,112003.86
50,5603876.0,112077.52
50,5607559.0,112151.18
50,5611242.0,112224.84
50,5614925.0,112298.5
50,5618608.0,112372.16
50,5622291.0,112445.82
50,5625974.0,112519.48
50,5629657.0,112593.14
50,5633340.0,112666.8
50,5637023.0,112740.46
50,5640706.0,112814.12
50,5644389.0,112887.78
50,5648072.0,112961.44
50,5651755.0,113035.1
50,5655438.0,113108.76
50,5659121.0,113182.42
50,5662804.0,113256.08
50,5666487.0,113329.74
50,5670170.0,113403.4
50,5673853.0,113477.06
50,5677536.0,113550.72
50,5681219.0,113624.38
50,5684902.0,113698.04
50,5688585.0,113771.7
50,5692268.0,113845.36
50,5695951.0,113919.02
50,5699634.0,113992.68
50,5703317.0,114066.34
50,5707000.0,114140.0
50,5710683.0,114213.66
50,5714366.0,114287.32
50,5718049.0,114360.98
50,5721732.0,114434.64
50,5725415.0,114508.3
50,5729098.0,114581.96
50,5732781.0,114655.62
50,5736464.0,114729.28
50,5740147.0,114802.94
50,5743830.0,114876.6
50,5747513.0,114950.26
50,5751196.0,115023.92
50,5754879.0,115097.58
50,5758562.0,115171.24
50,5762245.0,115244.9
50,5765928.0,115318.56
50,5769611.0,115392.22
50,5773294.0,115465.88
50,5776977.0,115539.54
50,5780660.0,115613.2
50,5784343.0,115686.86
50,5788026.0,115760.52
50,5791709.0,115834.18
50,5795392.0,115907.84
50,5799075.0,115981.5
50,5802758.0,116055.16
50,5806441.0,116128.82
50,5810124.0,116202.48
50,5813807.0,116276.14
50,5817490.0,116349.8
50,5821173.0,116423.46
50,5824856.0,116497.12
50,5828539.0,116570.78
50,5832222.0,116644.44
50,5835905.0,116718.1
50,5839588.0,116791.76
50,5843271.0,116865.42
50,5846954.0,116939.08
50,5850637.0,117012.74
50,5854320.0,117086.4
50,5858003.0,117160.06
50,5861686.0,117233.72
50,5865369.0,117307.38
50,5869052.0,117381.04
50,5872735.0,117454.7
50,5876418.0,117528.36
50,5880101.0,117602.02
50,5883784.0,117675.68
50,5887467.0,117749.34
50,5891150.0,117823.0
50,5894833.0,117896.66
50,5898516.0,117970.32
50,5902199.0,118043.98
50,5905882.0,118117.64
50,5909565.0,118191.3
50,5913248.0,118264.96
50,5916931.0,118338.62
50,5920614.0,118412.28
50,5924297.0,118485.94
50,5927980.0,118559.6
50,5931663.0,118633.26
50,5935346.0,118706.92
50,5939029.0,118780.58
50,5942712.0,118854.24
50,5946395.0,118927.9
50,5950078.0,119001.56
50,5953761.0,119075.22
50,5957444.0,119148.88
50,5961127.0,119222.54
50,5964810.0,119296.2
50,5968493.0,119369.86
50,5972176.0,119443.52
50,5975859.0,119517.18
50,5979542.0,119590.84
50,5983225.0,119664.5
50,5986908.0,119738.16
50,5990591.0,119811.82
50,5994274.0,119885.48
50,5997957.0,119959.14
50,6001640.0,120032.8
50,6005323.0,120106.46
50,6009006.0,120180.12
50,6012689.0,120253.78
50,6016372.0,120327.44
50,6020055.0,120401.1
50,6023738.0,120474.76
50,6027421.0,120548.42
50,6031104.0,120622.08
50,6034787.0,120695.74
50,6038470.0,120769.4
50,6042153.0,120843.06
50,6045836.0,120916.72
50,6049519.0,120990.38
50,6053202.0,121064.04
50,6056885.0,121137.7
50,6060568.0,121211.36
50,6064251.0,121285.02
50,6067934.0,121358.68
50,6071617.0,121432.34
50,6075300.0,121506.0
50,6078983.0,121579.66
50,6082666.0,121653.32
50,6086349.0,121726.98
50,6090032.0,121800.64
50,6093715.0,121874.3
50,6097398.0,121947.96
50,6101081.0,122021.62
50,6104764.0,122095.28
50,6108447.0,122168.94
50,6112130.0,122242.6
50,6115813.0,122316.26
50,6119496.0,122389.92
50,6123179.0,122463.58
50,6126862.0,122537.24
50,6130545.0,122610.9
50,6134228.0,122684.56
50,6137911.0,122758.22
50,6141594.0,122831.88
50,6145277.0,122905.54
50,6148960.0,122979.2
50,6152643.0,123052.86
50,6156326.0,123126.52
50,6160009.0,123200.18
50,6163692.0,123273.84
50,6167375.0,123347.5
50,6171058.0,123421.16
50,6174741.0,123494.82
50,6178424.0,123568.48
50,6182107.0,123642.14
50,6185790.0,123715.8
50,6189473.0,123789.46
50,6193156.0,123863.12
50,6196839.0,123936.78
50,6200522.0,124010.44
50,6204205.0,124084.1
50,6207888.0,124157.76
50,6211571.0,124231.42
50,6215254.0,124305.08
50,6218937.0,124378.74
50,6222620.0,124452.4
50,6226303.0,124526.06
50,6229986.0,124599.72
50,6233669.0,124673.38
50,6237352.0,124747.04
50,6241035.0,124820.7
50,6244718.0,124894.36
50,6248401.0,124968.02
50,6252084.0,125041.68
50,6255767.0,125115.34
50,6259450.0,125189.0
50,6263133.0,125262.66
50,6266816.0,125336.32
50,6270499.0,125409.98
50,6274182.0,125483.64
50,6277865.0,125557.3
50,6281548.0,125630.96
50,6285231.0,125704.62
50,6288914.0,125778.28
50,6292597.0,125851.94
50,6296280.0,125925.6
50,6299963.0,125999.26
50,6303646.0,126072.92
50,6307329.0,126146.58
50,6311012.0,126220.24
50,6314695.0,126293.9
50,6318378.0,126367.56
50,6322061.0,126441.22
50,6325744.0,126514.88
50,6329427.0,126588.54
50,6333110.0,126662.2
50,6336793.0,126735.86
50,6340476.0,126809.52
50,6344159.0,126883.18
50,6347842.0,126956.84
50,6351525.0,127030.5
50,6355208.0,127104.16
50,6358891.0,127177.82
50,6362574.0,127251.48
50,6366257.0,127325.14
50,6369940.0,127398.8
50,6373623.0,127472.46
50,6377306.0,127546.12
50,6380989.0,127619.78
50,6384672.0,127693.44
50,6388355.0,127767.1
50,6392038.0,127840.76
50,6395721.0,127914.42
50,6399404.0,127988.08
50,6403087.0,128061.74
50,6406770.0,128135.4
50,6410453.0,128209.06
50,6414136.0,128282.72
50,6417819.0,128356.38
50,6421502.0,128430.04
50,6425185.0,128503.7
50,6428868.0,128577.36
50,6432551.0,128651.02
50,6436234.0,128724.68
50,6439917.0,128798.34
50,6443600.0,128872.0
50,6447283.0,128945.66
50,6450966.0,129019.32
50,6454649.0,129092.98
50,6458332.0,129166.64
50,6462015.0,129240.3
50,6465698.0,129313.96
50,6469381.0,129387.62
50,6473064.0,129461.28
50,6476747.0,129534.94
50,6480430.0,129608.6
50,6484113.0,129682.26
50,6487796.0,129755.92
50,6491479.0,129829.58
50,6495162.0,129903.24
50,6498845.0,129976.9
50,6502528.0,130050.56
50,6506211.0,130124.22
50,6509894.0,130197.88
50,6513577.0,130271.54
50,6517260.0,130345.2
50,6520943.0,130418.86
50,6524626.0,130492.52
50,6528309.0,130566.18
50,6531992.0,130639.84
50,6535675.0,130713.5
50,6539358.0,130787.16
50,6543041.0,130860.82
50,6546724.0,130934.48
50,6550407.0,131008.14
50,6554090.0,131081.8
50,6557773.0,131155.46
50,6561456.0,131229.12
50,6565139.0,131302.78
50,6568822.0,131376.44
50,6572505.0,131450.1
50,6576188.0,131523.76
50,6579871.0,131597.42
50,6583554.0,131671.08
50,6587237.0,131744.74
50,6590920.0,131818.4
50,6594603.0,131892.06
50,6598286.0,131965.72
50,6601969.0,132039.38
50,6605652.0,132113.04
50,6609335.0,132186.7
50,6613018.0,132260.36
50,6616701.0,132334.02
50,6620384.0,132407.68
50,6624067.0,132481.34
50,6627750.0,132555.0
50,6631433.0,132628.66
50,6635116.0,132702.32
50,6638799.0,132775.98
50,6642482.0,132849.64
50,6646165.0,132923.3
50,6649848.0,132996.96
50,6653531.0,133070.62
50,6657214.0,133144.28
50,6660897.0,133217.94
50,6664580.0,133291.6
50,6668263.0,133365.26
50,6671946.0,133438.92
50,6675629.0,133512.58
50,6679312.0,133586.24
50,6682995.0,133659.9
50,6686678.0,133733.56
50,6690361.0,133807.22
50,6694044.0,133880.88
50,6697727.0,133954.54
50,6701410.0,134028.2
50,6705093.0,134101.86
50,6708776.0,134175.52
50,6712459.0,134249.18
50,6716142.0,134322.84
50,6719825.0,134396.5
50,6723508.0,134470.16
50,6727191.0,134543.82
50,6730874.0,134617.48
50,6734557.0,134691.14
50,6738240.0,134764.8
50,6741923.0,134838.46
50,6745606.0,134912.12
50,6749289.0,134985.78
50,6752972.0,135059.44
50,6756655.0,135133.1
50,6760338.0,135206.76
50,6764021.0,135280.42
50,6767704.0,135354.08
50,6771387.0,135427.74
50,6775070.0,135501.4
50,6778753.0,135575.06
50,6782436.0,135648.72
50,6786119.0,135722.38
50,6789802.0,135796.04
50,6793485.0,135869.7
50,6797168.0,135943.36
50,6800851.0,136017.02
50,6804534.0,136090.68
50,6808217.0,136164.34
50,6811900.0,136238.0
50,6815583.0,136311.66
50,6819266.0,136385.32
50,6822949.0,136458.98
50,6826632.0,136532.64
50,6830315.0,136606.3
50,6833998.0,136679.96
50,6837681.0,136753.62
50,6841364.0,136827.28
50,6845047.0,136900.94
50,6848730.0,136974.6
50,6852413.0,137048.26
50,6856096.0,137121.92
50,6859779.0,137195.58
50,6863462.0,137269.24
50,6867145.0,137342.9
50,6870828.0,137416.56
50,6874511.0,137490.22
50,6878194.0,137563.88
50,6881877.0,137637.54
50,6885560.0,137711.2
50,6889243.0,137784.86
50,6892926.0,137858.52
50,6896609.0,137932.18
50,6900292.0,138005.84
50,6903975.0,138079.5
50,6907658.0,138153.16
50,6911341.0,138226.82
50,6915024.0,138300.48
50,6918707.0,138374.14
50,6922390.0,138447.8
50,6926073.0,138521.46
50,6929756.0,138595.12
50,6933439.0,138668.78
50,6937122.0,138742.44
50,6940805.0,138816.1
50,6944488.0,138889.76
50,6948171.0,138963.42
50,6951854.0,139037.08
50,6955537.0,139110.74
50,6959220.0,139184.4
50,6962903.0,139258.06
50,6966586.0,139331.72
50,6970269.0,139405.38
50,6973952.0,139479.04
50,6977635.0,139552.7
50,6981318.0,139626.36
50,6985001.0,139700.02
50,6988684.0,139773.68
50,6992367.0,139847.34
50,6996050.0,139921.0
50,6999733.0,139994.66
50,7003416.0,140068.32
50,7007099.0,140141.98
50,7010782.0,140215.64
50,7014465.0,140289.3
50,7018148.0,140362.96
50,7021831.0,140436.62
50,7025514.0,140510.28
50,7029197.0,140583.94
50,7032880.0,140657.6
50,7036563.0,140731.26
50,7040246.0,140804.92
50,7043929.0,140878.58
50,7047612.0,140952.24
50,7051295.0,141025.9
50,7054978.0,141099.56
50,7058661.0,141173.22
50,7062344.0,141246.88
50,7066027.0,141320.54
50,7069710.0,141394.2
50,7073393.0,141467.86
50,7077076.0,141541.52
50,7080759.0,141615.18
50,7084442.0,141688.84
50,7088125.0,141762.5
50,7091808.0,141836.16
50,7095491.0,141909.82
50,7099174.0,141983.48
50,7102857.0,142057.14
50,7106540.0,142130.8
50,7110223.0,142204.46
50,7113906.0,142278.12
50,7117589.0,142351.78
50,7121272.0,142425.44
50,7124955.0,142499.1
50,7128638.0,142572.76
50,7132321.0,142646.42
50,7136004.0,142720.08
50,7139687.0,142793.74
50,7143370.0,142867.4
50,7147053.0,142941.06
50,7150736.0,143014.72
50,7154419.0,143088.38
50,7158102.0,143162.04
50,7161785.0,143235.7
50,7165468.0,143309.36
50,7169151.0,143383.02
50,7172834.0,143456.68
50,7176517.0,143530.34
50,7180200.0,143604.0
50,7183883.0,143677.66
50,7187566.0,143751.32
50,7191249.0,143824.98
50,7194932.0,143898.64
50,7198615.0,143972.3
50,7202298.0,144045.96
50,7205981.0,144119.62
50,7209664.0,144193.28
50,7213347.0,144266.94
50,7217030.0,144340.6
50,7220713.0,144414.26
50,7224396.0,144487.92
50,7228079.0,144561.58
50,7231762.0,144635.24
50,7235445.0,144708.9
50,7239128.0,144782.56
50,7242811.0,144856.22
50,7246494.0,144929.88
50,7250177.0,145003.54
50,7253860.0,145077.2
